Gene,C,Z,Pval,FDR,Module
AC079210.1,0.0002595311718631184,0.5408912572981638,0.2942912686378834,0.3375867721684926,
AC139768.1,0.00032973858874763565,0.5380692342362908,0.2952646257809114,0.3386062222258158,
POLQ,0.00032182963543029425,0.5363527237386764,0.2958573992336052,0.33918876381038143,
AC005224.2,0.00039531756952066566,0.5337815969444933,0.2967463237827326,0.3401103997509829,
LINC00654,0.00027442570369362476,0.5313555052775153,0.29758622436829785,0.34097533585597,
AL031658.1,0.00028873902593261325,0.5295877184923796,0.2981989056979397,0.3415773243646716,
UNC79,0.0003381342365547937,0.5293469425492209,0.29828239850144944,0.3415773243646716,
NPSR1-AS1,0.0002217927347069713,0.527378412665629,0.29896541572860424,0.34226149482381707,
AC092674.1,0.00018536528770389199,0.5246413782507258,0.2999162581194333,0.34325179756158314,
IFT122,0.0002832734522622258,0.5231046887880464,0.30045070139555463,0.34376510457157283,
NRXN2,0.00033462709200500793,0.5225526908914437,0.3006427850109116,0.34388651416747107,
RBMS3,0.00027816062653157625,0.5206649945867124,0.3013000819934235,0.3445398307529142,
LRGUK,0.000309988361134033,0.5182240539198012,0.30215097699780324,0.3454140920237819,
AC002460.2,0.00021165822909178822,0.5160358630659113,0.30291468079267897,0.34618820662020455,
FGF14,0.00022853649078893046,0.5128497862654854,0.30402820034025735,0.34736155423051396,
CAND2,0.0002323634745522207,0.5116781511272919,0.3044381399452406,0.34773059959479224,
GRIK2,0.00022450052912521907,0.5096992391564916,0.3051310930572503,0.34842260126434516,
DAB2IP,0.0002427176410626061,0.50943225036932,0.305224637767116,0.3484299517889452,
AC005034.6,0.0002109556841787947,0.49720244666975727,0.3095231481311924,0.35323611769608265,
AP001347.1,0.0002842872889219627,0.4956908888296436,0.31005625815594134,0.3536551699716005,
PLEKHA6,0.0002992852841740813,0.49565996090801057,0.3100671702726008,0.3536551699716005,
OGFRP1,0.00030186174211503344,0.4936118192457964,0.3107901760099958,0.3543787639794707,
DISC1FP1,0.0002262484337174065,0.49196979803218255,0.3113703471914877,0.3549391247551869,
SLC47A2,0.0001874026902444569,0.48989473011109896,0.3121041961668831,0.35567429762607766,
CEP112,0.00026202464956820985,0.4888601113870093,0.3124703686758065,0.3559901665346699,
AC005208.1,0.00020668198093913112,0.4880379959493984,0.31276146406942773,0.35622034632053273,
PTK7,0.00029466008033979534,0.485930006883632,0.3135083962107222,0.3569694235248758,
POLE2,0.00025905285261258135,0.48257253282898294,0.3146996428834288,0.35814856482720053,
AL021918.5,0.0004020868894751364,0.48250661175464704,0.3147230513419025,0.35814856482720053,
KLKB1,0.00022918343085247576,0.4796128454560094,0.31575135533719234,0.35921655897291505,
AK5,0.00022913215359009222,0.47798188576913014,0.31633154891820053,0.3597742950448684,
USP43,0.0002808098910847487,0.47567590408199256,0.31715264502026275,0.36060562253583034,
AC100835.1,0.00025895196994534447,0.47508529273020345,0.317363090431147,0.36074235911468827,
AL157886.1,0.00020780217955648813,0.46986640224829385,0.31922523478108106,0.3627559486148648,
AC007364.1,0.0002093558966106123,0.46945519838927313,0.31937215062411917,0.3628198246226858,
PIWIL2,0.00029714401756674076,0.4648679913755212,0.3210129969295573,0.3645803485855279,
FAM71D,0.0002377360766645207,0.4623084286164926,0.3219300780799811,0.36551811306270915,
KIF15,0.0002644387687161301,0.45366006849796114,0.32503675592864584,0.3689406991244561,
E2F1,0.00030342602257836786,0.4524266263915979,0.32548083439796033,0.3693399539267635,
GALNT18,0.00021647757615318264,0.4433396541627275,0.3287600387826289,0.3729552340131922,
ZNF727,0.00025332851283360467,0.43800003323271514,0.3306931296691546,0.37504182553916027,
TENT5C,0.00022351986036685544,0.43590647849942715,0.3314522922622794,0.3757962497304755,
ADGRL4,0.00019487079599324862,0.4297980894601488,0.3336712613924365,0.3782048868148898,
MARC2,0.00019673747782459258,0.42012113925364214,0.3371984803264205,0.3820945952707315,
ITGA11,0.00023569297440518696,0.41887280580322306,0.3376545462003203,0.3825030259986636,
LINC02324,0.00021473196890771064,0.41680923639167633,0.33840897299404304,0.3832491200385538,
DPP10,0.00012443312214124782,0.4162058093374049,0.3386297045662864,0.383372180719142,
DNAJC5B,0.0003043690679922366,0.41580432669455325,0.33877659627716644,0.383372180719142,
ZNF571,0.00020157743372599683,0.41572625158538845,0.33880516471054173,0.383372180719142,
LINC01483,0.0001835634402347,0.4153917180626715,0.3389275842410028,0.38340224461651895,
HELLPAR,0.00023517021067877915,0.41359535391682034,0.3395852381980696,0.38403758914115876,
AC138150.2,0.0002917394937540587,0.41093111697545026,0.34056152236952897,0.3850328121758383,
PODXL,0.00022647083224005342,0.4043977141361018,0.34296014042706224,0.387635083839573,
SLC25A30-AS1,0.00022657571974536806,0.4041197831152019,0.34306231898520256,0.38764103840135883,
CLMP,0.0001661627218349945,0.39498591394841936,0.34642664179329713,0.391331987340635,
AC019129.2,0.00020616135547275774,0.39391962184002555,0.3468201915568626,0.3916659419049832,
TOM1L1,0.00015929001127876617,0.3932993083391262,0.347049214513212,0.39181395937139374,
LINC00378,0.00017706954638060972,0.3885189570208138,0.3488160140286652,0.3936975327637305,
PKIA,0.00017481746679800427,0.3805605826800997,0.3517646673096163,0.3969135879375078,
AC010343.3,0.0001630642556487198,0.37737677613589365,0.35294681159751606,0.3981351512662336,
LINC00649,0.00019574727796029868,0.37557181987515,0.3536176220017116,0.3986836437298282,
MUC13,0.00022010758731109793,0.37553209190960624,0.3536323919883576,0.3986836437298282,
ENPEP,0.0001809027267962028,0.3734624908717535,0.3544021285550051,0.3994388600225473,
AC073957.1,0.00023032722404491584,0.3686868302606634,0.3561805831066056,0.4013302344863162,
PFKFB1,0.0001756451516756646,0.3665751888600481,0.35696795908106954,0.4021041499082732,
AL096794.1,0.00018438559216931244,0.36500503474005086,0.3575538239910738,0.4026507026926507,
CLGN,0.00019539110453526678,0.3634149600953548,0.3581474640384149,0.4032057011409118,
SUCLG2-AS1,0.00015894339417504196,0.36247676222152514,0.3584978928097107,0.4034866548224094,
CCDC96,0.0002535726007671545,0.3585314191704165,0.3599728297134968,0.4050327197901511,
AC091214.1,0.00024415409662090795,0.3541958188536732,0.3615960684127404,0.40674473387259885,
MRAP,0.0001379242097162528,0.3458541987545502,0.3647261454704781,0.41015029009893517,
AL592295.3,0.00025260751590396567,0.3412505139391829,0.36645749920292203,0.4119814493568545,
GPR176,0.00029405056603934134,0.33110353666020104,0.37028314015163644,0.41616537246601454,
AC018845.1,0.0001370003164067059,0.3306830348126166,0.3704419591454638,0.41622692038816156,
POT1-AS1,0.00014590845340562144,0.327981105485197,0.3714629743929331,0.41725692153095545,
SORBS1,0.00018308680111668745,0.32746310107990995,0.37165882346359813,0.4173597119186953,
C9orf153,0.00019318189283454271,0.32036345170398095,0.37434641399982693,0.42025979680025477,
YAE1,0.00019659420933375548,0.31953167624007933,0.3746616875730568,0.4204957211818819,
NEO1,0.00018315127939200426,0.3189691507303863,0.3748749529998943,0.42057282579551564,
AC079760.2,0.00014959767493149729,0.3187958197310004,0.3749406741967022,0.42057282579551564,
AKR1C3,0.00016238117874411048,0.3146875171831129,0.3764994614694023,0.42220292847704205,
AC108463.2,0.0001452489376987073,0.3104570962791813,0.37810669044516754,0.42388642426588286,
DMPK,0.00016686660173742584,0.306132618337876,0.3797518367642094,0.4256114729775393,
AC091946.1,0.00014821141662839835,0.30435915503046207,0.38042714106611614,0.4262488975530713,
SLC28A1,0.00019199463516856384,0.3031671573367689,0.3808812382780536,0.4266381834534344,
HSF5,0.00017761444636063328,0.30166936458304366,0.3814520621949858,0.4271579643840826,
GAS2,0.0001560677864443141,0.30038846997646085,0.3819404287319673,0.4275851427170079,
LINC02613,0.0001606182214137842,0.29848313965735046,0.3826672212898341,0.42827892701716186,
AC007376.2,0.00016527542740593055,0.29616207637257064,0.3835531545030271,0.42915038266072963,
AC063944.1,0.00014565935945703426,0.29071020783150786,0.38563648195436806,0.43136071806976295,
PCA3,0.00016070131983024344,0.29026219339321807,0.3858078298218732,0.4314317358925057,
SLC22A23,0.00012550093067431736,0.28901801255021314,0.3862837967380598,0.43184326074685275,
ASPM,0.00018546041194529835,0.2882256094314804,0.3865870233495079,0.4320614957803944,
IRGM,0.0001593415881666705,0.2856812431072128,0.3875611360387489,0.43302920227793174,
CENPV,0.00019719480382942713,0.2851588477856707,0.38776122333996776,0.4331317769784616,
MINAR1,0.00014690292411634632,0.2846842696749743,0.38794302158569155,0.43321387111746684,
PROM1,0.00014916977538609867,0.28403704303637034,0.388190996473941,0.43336979790559976,
FGD1,0.00013872302405895396,0.2803811671386323,0.3895925421374196,0.4348131050640844,
FAM225B,0.0001644675356420152,0.27083183791698284,0.39326018578206373,0.43878402876659833,
SCGB1A1,0.0001305489520670652,0.2700326886919333,0.39356755273821836,0.4390045206226641,
CDC37L1-DT,0.0001590548165097869,0.26749707437732023,0.3945432332197478,0.4399701513462479,
XKR9,0.0001556321771820707,0.26577287623718926,0.3952070668902027,0.4405875885063575,
FAM83D,0.00016945978707649703,0.2636317214755907,0.3960318563935742,0.4413840695386728,
PKNOX2,0.00019034582101179378,0.25428047798508724,0.39963944028044424,0.4451586578410275,
AL122035.1,0.00014379498738414313,0.25427596072751985,0.3996411850767824,0.4451586578410275,
GTSE1,0.0001693421855320739,0.2526604873296336,0.4002652919426289,0.44572972376684733,
SCOC-AS1,0.00013987000872597204,0.24991756178735247,0.4013255508739568,0.44678602936148826,
IGHGP,0.00010737929311137494,0.24826288172634264,0.4019655081020507,0.4473739656116313,
LINC00923,0.0001154356910677935,0.24760328227280143,0.40222068545506395,0.44753344695973735,
AC011346.1,0.0001008389009792072,0.2445995412747065,0.40338325964107313,0.4487021798009712,
AC004522.5,0.0001485558366929373,0.24310269920574681,0.40396292013396373,0.44922204073835276,
CCDC3,0.00014838463293383343,0.23365964204975903,0.40762461072251405,0.45316799413286724,
KCNN3,0.000152474029336036,0.23286153545805446,0.4079344638344313,0.4533864560538275,
FDXACB1,0.00016214890675544474,0.23074199531872386,0.40875762309087227,0.4541751367676358,
AL034417.2,0.00012552808436005108,0.22825754367947265,0.40972301428038055,0.4551213710418001,
SYT16,0.00013865063111244628,0.22588892128332352,0.4106439073401188,0.45589164467739113,
AC007389.1,0.00012277622823895367,0.22588765717425804,0.41064439894316007,0.45589164467739113,
AC021086.1,0.00011488781277252661,0.22515557777558237,0.4109291229807003,0.45608115758124335,
PARD6B,0.00011593766554524783,0.22464002344970993,0.4111296631612956,0.4561771574605222,
ASAH2,0.00012644343735165737,0.22178817111642227,0.4122393941160647,0.45728163518143616,
DMC1,9.279428476486637e-05,0.2210416213231594,0.4125300126373166,0.4574771418212549,
HIST1H2BF,0.00012368046973220548,0.20897200054494913,0.4172350481895827,0.4625665722722646,
MIR4300HG,0.00013084505270935753,0.20495905889772445,0.418802056096955,0.46417517993566637,
KIF5C,8.580195689610966e-05,0.2035913390481668,0.41933643091678,0.4646387046169308,
LINC02087,0.00011950654416699669,0.20055658081394206,0.4205226558245915,0.46570064577316955,
GALNT14,0.0001282937217938267,0.20054372323443412,0.4205276831331721,0.46570064577316955,
AC025576.3,7.86678420756484e-05,0.1989249670679696,0.42116071944964395,0.46627259280337,
PARVA,0.0001232838072716487,0.19709218967082265,0.42187769764730654,0.46693713076624965,
RGL3,0.00010562641090991447,0.19561704264465848,0.4224549599465026,0.46744670533499594,
AC108749.1,9.09079881636451e-05,0.19445318975928955,0.42291052261881823,0.4676480386730755,
LINC01107,8.490312395437439e-05,0.19426621963193919,0.4229837172793896,0.4676480386730755,
AL078602.1,9.738684636910763e-05,0.19425617148933869,0.42298765097979674,0.4676480386730755,
AC078785.1,8.615712884497193e-05,0.19275227942180512,0.42357648902007516,0.46816964799124083,
KREMEN2,0.00014970770853344964,0.19230659394469435,0.42375102678948,0.4682331787729061,
RAPGEF3,0.00010428311767511525,0.19015803307443677,0.42459264789283263,0.4690335795557389,
AC093895.1,8.644626086233822e-05,0.18885498905376458,0.42510323609584205,0.4694679581400796,
LINC02752,7.350413214346085e-05,0.14661832137453856,0.44171664580250897,0.48768053635386027,
REELD1,7.415271118943521e-05,0.1449562566243024,0.44237270453830235,0.4882700933093845,
HIST1H4H,8.898069661058114e-05,0.13978364797877424,0.44441546673047433,0.49038948053017856,
ANKRD31,7.572775988151545e-05,0.1377126616912231,0.44523375608360993,0.49115692893944835,
TMEM231,7.436105746678283e-05,0.1365978106568684,0.44567435356149154,0.4915074205254939,
AURKA,9.071025009863713e-05,0.13459640648346988,0.4464654914821203,0.4922442022956122,
DDAH1,5.2234501297749956e-05,0.13099751189954031,0.4478886378304545,0.49367719793932713,
AC136431.1,6.63654793799764e-05,0.1286634612369151,0.4488119743718767,0.4945586494455942,
ANTXR1,5.5499676678327e-05,0.12433680771922612,0.4505243025305464,0.49630878824626434,
AC093817.2,7.101099171375846e-05,0.1239229132905587,0.45068815530153156,0.496352593944418,
AP001885.3,7.839767427159075e-05,0.11649922368935114,0.4536284506577861,0.4994532900168303,
AC104078.1,8.494031331345021e-05,0.10987782156760396,0.45625313592584676,0.5022048826921813,
LINC01169,5.565683826496337e-05,0.10604671761471697,0.45777264292038927,0.503738809265903,
PHLDB2,5.632121789178837e-05,0.10513202894119801,0.458135522351832,0.5039994745344687,
MTCL1,6.65579317213836e-05,0.1047969429437729,0.4582684679353645,0.5040071134840413,
CCNB3,5.8527688217810754e-05,0.1036913625551977,0.4587071406934439,0.5042835944370783,
PPP1R27,7.455474595488237e-05,0.10352790930378121,0.4587720000391319,0.5042835944370783,
AC020656.2,5.5214399129154244e-05,0.10274811122203635,0.4590814442232518,0.5044851035420349,
ANKRD29,6.316354651791727e-05,0.1013763735869074,0.45962584549155777,0.5049446256430187,
AC016074.2,5.938611288493471e-05,0.1007826846646432,0.45986148624143464,0.5050647844496811,
ACOT12,4.648407547244445e-05,0.09815372170498048,0.4609051148387392,0.5060720448407787,
AC112220.2,6.131032520345297e-05,0.09448824517907177,0.4623606598284112,0.5075309108983657,
KCNK10,5.029630349226278e-05,0.08802025198782829,0.46493028992761776,0.5102115664500606,
CHIC1,4.192275578375908e-05,0.08052829147291492,0.4679085479772796,0.5133390542811624,
SELENOP,4.607445367690045e-05,0.07936593626994343,0.46837078103298674,0.5137052712179728,
AC002070.1,3.9404124710429094e-05,0.07831546110007856,0.468788559528375,0.5140225433425164,
TDRD10,5.1882151508336024e-05,0.07542713132415972,0.46993743650824416,0.5151410649583383,
LINC01006,5.253340704351972e-05,0.07488089747041363,0.4701547377450855,0.5152380687617375,
AC099508.2,3.926433983293771e-05,0.07214116958779648,0.471244781483324,0.5162911876015601,
SYNDIG1L,2.619446448325627e-05,0.07041579545422236,0.4719313597502413,0.51690181790826,
AP002026.1,3.961855663476753e-05,0.06994378664534127,0.4721192008712132,0.5169660015014653,
TGFB3,3.8155025123745433e-05,0.06342203970429129,0.4747152187160706,0.519666358747751,
MNS1,3.797470148087194e-05,0.06271284449282136,0.4749975845509391,0.5198331978669648,
HS3ST4,4.197982632792459e-05,0.06132095235129384,0.47555180231857996,0.5202973767161706,
SLAMF6,3.1130379769865825e-05,0.060576774474831084,0.47584813541559035,0.5204792293306977,
TEX29,3.157681744704084e-05,0.05943427224928579,0.4763031079949146,0.5208344537943298,
TTLL13P,3.3586212583347606e-05,0.057206212519213255,0.47719046469607945,0.5216621641935824,
CADM2,3.217214553525452e-05,0.05672075652921553,0.4773838196564353,0.5217309504441916,
KAZN,2.4012794558145786e-05,0.048749387223284986,0.48055950866130376,0.5250581902882313,
AC022463.1,2.5297928244004958e-05,0.04723322031711154,0.4811636755376872,0.5255747411662339,
PDZD9,2.173408629511586e-05,0.04655557000471316,0.48143372180291627,0.5257261499349345,
DNAH10OS,2.4867251527546615e-05,0.04621894758142111,0.48156787031290577,0.5257291160621241,
GCNT4,2.117421732735719e-05,0.04531564452148648,0.481927858861625,0.5259785635597544,
MFSD2B,2.13560819240297e-05,0.04342538299256268,0.48268122204031,0.5266570889692417,
CRTC3-AS1,2.0784510457968022e-05,0.04213283918991663,0.48319640075887743,0.5270754303341996,
SLCO5A1,2.053675311691897e-05,0.0399955214742644,0.4840483483918319,0.5278607943204273,
AC007192.2,1.6479078677014064e-05,0.03494746626341092,0.48606081555235975,0.529910946363979,
CUZD1,1.6006621476172098e-05,0.03241386449044986,0.48707100301685985,0.5308675782200107,
DNMT3B,2.008885865497731e-05,0.031498357742249794,0.48743605091418835,0.5311207310424281,
AL021707.2,1.8764911186335553e-05,0.02845699765709942,0.48864883251256397,0.5322972031727277,
ARMC12,1.848129532316336e-05,0.026075217714547138,0.4895986718696154,0.5331866832231041,
CFAP299,9.593828411663628e-06,0.0194655369905803,0.4922348646643604,0.5359116653939688,
CACNA1B,4.063058411274565e-06,0.0067210271693317804,0.49731871828101043,0.5412992852038209,
AL390860.1,-1.1080426834939186e-06,-0.0028632619410296927,0.5011422746873616,0.5452072956682384,
CPT1C,-1.5225165827242242e-06,-0.0029623540286029884,0.5011818065430282,0.5452072956682384,
AC093298.2,-2.1130229011028216e-06,-0.00421918589259506,0.5016832066474858,0.5456043574197779,
ETV3L,-4.648040236907288e-06,-0.008300097259929251,0.5033112217091513,0.547226117650613,
C12orf60,-6.217859070336818e-06,-0.012747260951189316,0.5050852836321544,0.5490057430784288,
ADAMTS20,-7.549478198061724e-06,-0.015199866345486176,0.5060636358544678,0.5499197346965148,
ANKFN1,-7.5297333757008695e-06,-0.018870966541260217,0.5075279796203223,0.5513611945902469,
AP005717.2,-1.4673636027078745e-05,-0.023062044708377905,0.5091996092186364,0.5530269988798657,
DENND2A,-1.4771417901145692e-05,-0.023754345408420526,0.50947572157576,0.5531766792353529,
RFX4,-1.3441047982986185e-05,-0.026392767428009514,0.5105279685507985,0.5541687582640961,
LINC01829,-1.8124786922215034e-05,-0.03669402353853444,0.5146355130194795,0.5584758687134883,
Z95118.2,-1.8819434283304085e-05,-0.038196386184965535,0.51523444889914,0.5589741783554544,
AL139353.2,-1.8965990162729395e-05,-0.03997982661126237,0.5159453952677199,0.5595937041949239,
LINC01517,-2.1782733106602594e-05,-0.042730709589024855,0.5170419003960817,0.5606309573283618,
POLH-AS1,-2.142021662423222e-05,-0.046142141706778585,0.5184015212321804,0.561952868544369,
CTNNA3,-2.762487826430985e-05,-0.05073903535522453,0.5202332645107403,0.5637857106591604,
SOX2-OT,-2.8001821270570727e-05,-0.05529722267271182,0.5220491626155449,0.5656003928662459,
AL353595.1,-2.8043066718304752e-05,-0.05636583040088669,0.5224748114743402,0.5659082712963338,
SLC7A9,-3.121857894214318e-05,-0.0592878777650382,0.5236385918634834,0.5670152591916442,
AC127526.1,-3.3665376544787535e-05,-0.06059832602939761,0.524160446644537,0.5674267352038289,
LRP6,-3.615159695230758e-05,-0.06447334424565528,0.5257033344241143,0.5689430026235003,
FER1L6,-3.8268295671127935e-05,-0.07305641674727908,0.5291193883333406,0.5724851374988809,
TTC39A,-3.859829442175508e-05,-0.07560411345841178,0.5301329681163972,0.5734266826570008,
BACE2,-4.1277387567232266e-05,-0.07848296355637198,0.5312780592345175,0.5744492415967039,
XG,-4.350409232602634e-05,-0.07870294491376197,0.531365548476951,0.5744492415967039,
COL28A1,-4.805606591098129e-05,-0.09143970890032467,0.5364283946234106,0.5797658952968502,
TKTL2,-6.0899957037379576e-05,-0.09969580193382245,0.5397070832449368,0.5830454035686037,
AC008269.1,-5.6834041949707805e-05,-0.0998147026822018,0.5397542823536349,0.5830454035686037,
AC104170.1,-5.540118092289891e-05,-0.10103640703947428,0.5402392202995411,0.5834116849887052,
AC125603.2,-7.188641676909262e-05,-0.11219187258687141,0.5446643633892045,0.5879745011418712,
TACR2,-5.5605536009686716e-05,-0.11242901643776956,0.5447583753079437,0.5879745011418712,
CFAP69,-6.172690040287376e-05,-0.11631450338122049,0.546298354202633,0.5894775874859811,
PACRG,-5.7787120595235405e-05,-0.11681931952728099,0.5464983830973461,0.5895343938482698,
LINC02542,-8.344873134242394e-05,-0.12064148048883924,0.548012493952137,0.5910083515256264,
LINC01234,-8.136320074789876e-05,-0.12102112578512539,0.5481628488890371,0.591011157831846,
AC004817.5,-0.00010158980859554066,-0.12268499119629467,0.5488217253184339,0.5915620860344208,
ITGA8,-6.259761325058383e-05,-0.12419396577443656,0.5494191500674129,0.5920464979174708,
COL25A1,-5.41640559311013e-05,-0.12840211100507207,0.5510846196767005,0.5936812493150557,
AC009435.1,-6.705034143445127e-05,-0.12894882985848058,0.5513009307351885,0.5937543680508223,
AC136489.1,-5.2557958014803214e-05,-0.13413744745205763,0.5533530557890542,0.5958040977540289,
LINC01924,-8.314543420793769e-05,-0.1364654444398362,0.5542733298512911,0.5966343701305609,
ATP2B2,-7.255195990149438e-05,-0.13746942301167794,0.5546701199189001,0.5968227214304864,
CPB2,-6.693185281842132e-05,-0.1376632553016968,0.5547467195696372,0.5968227214304864,
AKR1D1,-7.251924543505386e-05,-0.1382010719135974,0.5549592460185462,0.5968908265862288,
AC010789.1,-6.159950316696334e-05,-0.14259934379866124,0.5566966921210776,0.598598593678578,
LINC02774,-8.040966587653926e-05,-0.1465756744979144,0.5582665223939397,0.6001252592248747,
TRPM6,-7.230699126827524e-05,-0.14919521085727475,0.5593002005588081,0.6010749065650813,
AC107032.2,-7.372731764059702e-05,-0.1498509859942217,0.5595589087681987,0.6011914142016639,
SLIT1,-7.47387288714434e-05,-0.15351780171283766,0.5610050235155761,0.6025475050710312,
AC079298.3,-7.03429930670887e-05,-0.15381542421514424,0.5611223640973978,0.6025475050710312,
LINC00200,-6.767765918978867e-05,-0.15641101849918485,0.5621454737194975,0.6034841371116453,
AC097460.1,-7.462904369604459e-05,-0.16221833262810031,0.5644330381729209,0.6057773417471649,
AL590705.1,-8.902961469839961e-05,-0.16373680838380164,0.5650308301610113,0.6062562555375658,
AC005740.5,-0.00011433126726722707,-0.16503073037444022,0.5655401028332232,0.6066399601321782,
CFAP58,-8.0757666882431e-05,-0.17100410954208814,0.5678897328764453,0.6089970325752765,
AC124947.1,-8.089671475547318e-05,-0.1721739524664416,0.568349612505725,0.6093268426756634,
SIGLECL1,-7.439918870398422e-05,-0.17475153685828662,0.5693625648849562,0.6102492656859123,
AC011921.1,-9.329068980667261e-05,-0.17572176606770704,0.5697437327347391,0.610494222057047,
AC117528.1,-8.774858472705727e-05,-0.1770743677107728,0.5702750123227792,0.6107882880282208,
AL109761.1,-7.132382951018459e-05,-0.17719799295709376,0.5703235639463512,0.6107882880282208,
GRIA3,-6.669991186893796e-05,-0.17836994712235424,0.5707837752328973,0.6110155755610869,
RBM20,-8.720790246409605e-05,-0.17851645813947356,0.5708413014679454,0.6110155755610869,
AC011773.3,-0.00011700060103163001,-0.17915537914550592,0.5710921504600334,0.6110291863736743,
AC011509.2,-0.00013490016203141652,-0.17932701460020722,0.571159531962792,0.6110291863736743,
AC097717.1,-0.00010455045831168615,-0.1797535172258659,0.5713269615066556,0.611044878616744,
PZP,-7.088301061115134e-05,-0.1815353402714827,0.5720263017884716,0.6116292988917098,
SCUBE1,-0.00012409209779875316,-0.18445337772050233,0.5731711006330598,0.612689578442608,
TMEM130,-0.00010660952388024201,-0.18692040749557773,0.5741384808366943,0.6135596909823076,
CSRP3-AS1,-8.942107285156447e-05,-0.19315424902043044,0.5765809160331272,0.6160052521721444,
MORN4,-0.00011769193550660484,-0.193675818542915,0.576785136339906,0.616058890616722,
ZNF540,-0.00010288876610491339,-0.19519130288933603,0.5773784062984135,0.6165279298434742,
AC127526.2,-0.00010931637308919511,-0.20531896217621115,0.5813385350173929,0.6205909100799497,
CORO2B,-0.00011497534213539162,-0.20680053494137585,0.5819171808202372,0.6210428824122062,
OSBPL6,-0.00012215358702678236,-0.2115974238284096,0.5837894403436555,0.6228748363229186,
TPM2,-0.0001509715679887498,-0.2172828412005531,0.5860060357934531,0.62507310484635,
SLC29A4,-9.792364164461193e-05,-0.21858220381501528,0.5865122415571511,0.625446271988431,
KIF21A,-9.872225211967801e-05,-0.21920875592861017,0.586756282446038,0.625539746744177,
SNX31,-0.000126075876254588,-0.22263647395625305,0.588090776643756,0.6267953921063213,
AC011586.2,-0.00012921363316761319,-0.2233090456182216,0.5883525061860909,0.6269073054726595,
MIR3681HG,-0.00013203247271975735,-0.22809522640528765,0.5902138944667308,0.6285736817181494,
CD70,-0.00013206097435801444,-0.22813842895249756,0.5902306871333423,0.6285736817181494,
SSPN,-0.00011853179911763272,-0.22911851035163425,0.590611596539925,0.6287237883487057,
AC098588.3,-0.00012364899674676135,-0.22930997423466454,0.590685999153609,0.6287237883487057,
KCNS3,-0.00014197598515054387,-0.23803612511833597,0.5940734622295574,0.6321611728965761,
SH3BGR,-0.0001501292351372494,-0.2403528431016628,0.5949716337529473,0.6329485465456887,
HTRA4,-0.00015436961960606224,-0.24160937987753106,0.5954585733486062,0.6332981370365394,
ERI2,-0.00011784713311039357,-0.24229810167716018,0.5957254076994926,0.6334135116422037,
PPEF1,-0.00014217686110308067,-0.2499047779596099,0.5986695059176886,0.6363747073268017,
AC244502.1,-0.00013163948978075238,-0.25281197440550424,0.5997932430054095,0.6373998331619655,
CCDC181,-0.00010761357906015389,-0.25692808097823105,0.6013828537176001,0.6389193664994424,
ZPLD1,-0.0001456121031625837,-0.26435994918355477,0.6042487150324155,0.6417936431571062,
AC025265.1,-0.00015691544385312264,-0.26778564977523706,0.6055678413650333,0.6430239887072294,
CHODL,-0.00015003196374888122,-0.26909302274346697,0.6060709502395824,0.6433874206364993,
MICU3,-0.00014254119937655725,-0.2723149117726958,0.6073100543037923,0.6445317636548604,
RFESD,-0.00016548620256474182,-0.27378416923646437,0.6078747549625471,0.644959952214904,
ADGB,-0.00013674758988920004,-0.2772050327629433,0.6091886622905515,0.6460249737774565,
AC234781.1,-0.00015953506086266054,-0.2772386036662538,0.6092015502721414,0.6460249737774565,
BBS5,-0.000171114915061664,-0.282158847559883,0.6110891441728139,0.6478549103342846,
KLF15,-0.00016542465307188117,-0.29373526605805383,0.6155198979968981,0.6523793301503954,
SH2D4A,-0.0001364543499662565,-0.29535377817064873,0.6161381806290798,0.6527408282308903,
AMOT,-0.00016215551918216046,-0.2954825033310496,0.6161873418499604,0.6527408282308903,
ELAVL3,-0.00019596011898174288,-0.29603528257677836,0.6163984316259563,0.6527915611606633,
ZRANB2-AS2,-0.00013538637714224507,-0.3003088041428047,0.6180291908693076,0.6543453582523109,
YAP1,-0.00016586559226243095,-0.3079819120561738,0.6209519520469217,0.6572658926138362,
CMYA5,-0.00016350971683964195,-0.30968837493766,0.6216010280390535,0.657778865649792,
AC011466.3,-0.00013651823323069642,-0.3122147557759944,0.622561340630421,0.6586208311350659,
AC046195.2,-0.00017236217478975503,-0.32148688745242743,0.6260792761946278,0.6621673994654974,
ST3GAL6-AS1,-0.0001725849456965478,-0.32867802103609767,0.6288004655813039,0.6646943488636711,
FNDC7,-0.0001947236987701757,-0.3286790487598027,0.6288008540250328,0.6646943488636711,
LINC00222,-0.00015634019844590303,-0.33472173556702295,0.6310824981404731,0.6669299848248065,
KCNMB2,-0.0001824571575313912,-0.33573041847585744,0.631462917368391,0.6671557499930174,
B4GALNT3,-0.00032525899836627765,-0.33939831185081226,0.6328451549261865,0.6684395615803397,
ENOX1,-0.0001828917097223857,-0.342099600041196,0.6338620307807252,0.6693368857241027,
AL356441.1,-0.00019355667489568852,-0.3431041265653784,0.6342399365967362,0.6695591835278292,
CFAP74,-0.0002893012641246865,-0.3455920934104306,0.6351753555963725,0.6703697684394433,
AC116362.1,-0.00017519487172752194,-0.35640306749458817,0.6392306337615246,0.6744717845017405,
ANLN,-0.00023106633917480352,-0.35736352728543064,0.6395901612753683,0.6746731659022872,
COL4A4,-0.00014864825790390914,-0.3603570480549449,0.640709928689769,0.6756761705138612,
